id,human_score,cllm_score,c5_score,cllm_abs_error,c5_abs_error,c5_wins,matched_concepts,n_matched_concepts,chain_pct,solo,bloom
528,0.0,0.5,1.0,0.5,1.0,0,convolutional_neural_network|softmax_layer|pooling_layer|convolutional_layer|fully_connected_layer|activation_layer,6,55%,Multistructural,Remember
529,2.5,1.0,3.0,1.5,0.5,1,average_pooling|softmax_layer|pooling_layer|convolutional_layer|kernel|max_pooling|convolutional_neural_network|input_image|fully_connected_layer|activation_layer,10,91%,Extended Abstract,Remember
530,5.0,2.5,2.0,2.5,3.0,0,convolutional_layer|kernel|convolutional_neural_network|relu_activation|input_image|activation_layer,6,55%,Multistructural,Remember
531,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
532,5.0,3.5,2.5,1.5,2.5,0,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|other_neural_networks,7,78%,Relational,Remember
533,5.0,4.0,3.5,1.0,1.5,0,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|biases|linear_output_layer|universal_approximator|other_neural_networks,9,100%,Extended Abstract,Remember
534,2.5,1.5,1.5,1.0,1.0,tie,single_hidden_layer|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,7,78%,Relational,Remember
535,5.0,3.5,3.0,1.5,2.0,0,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
536,5.0,2.5,2.5,2.5,2.5,tie,centers|linear_output_layer|weights|rbf_network,4,44%,Multistructural,Remember
537,5.0,3.5,3.0,1.5,2.0,0,single_hidden_layer|weights|rbf_network|non_unique_bias|linear_output_layer|universal_approximator|other_neural_networks,7,78%,Relational,Remember
538,5.0,2.5,2.5,2.5,2.5,tie,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
539,5.0,2.5,3.5,2.5,1.5,1,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
540,5.0,2.5,3.5,2.5,1.5,1,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
541,0.0,1.0,1.0,1.0,1.0,tie,non_unique_bias|centers|single_hidden_layer|linear_output_layer|universal_approximator|rbf_network,6,67%,Relational,Remember
542,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
543,2.5,1.0,1.5,1.5,1.0,1,centers|universal_approximator|rbf_network,3,33%,Multistructural,Remember
544,2.5,1.0,1.0,1.5,1.5,tie,centers|rbf_network|universal_approximator,3,33%,Multistructural,Remember
545,2.5,2.0,2.5,0.5,0.0,1,single_hidden_layer|weights|rbf_network|non_unique_bias|linear_output_layer|universal_approximator|other_neural_networks,7,78%,Relational,Remember
546,0.0,0.5,0.5,0.5,0.5,tie,,0,0%,Prestructural,Remember
547,2.5,1.5,3.0,1.0,0.5,1,single_hidden_layer|weights|rbf_network|centers|linear_output_layer|other_neural_networks,6,67%,Relational,Remember
548,0.0,1.0,1.5,1.0,1.5,0,single_hidden_layer|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,7,78%,Relational,Remember
549,0.0,0.5,0.5,0.5,0.5,tie,non_unique_bias|centers|universal_approximator|rbf_network,4,44%,Multistructural,Remember
550,2.5,3.5,3.5,1.0,1.0,tie,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
551,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
552,2.5,2.0,2.0,0.5,0.5,tie,non_unique_bias|centers|linear_output_layer|weights|single_hidden_layer|rbf_network,6,67%,Relational,Remember
553,0.0,0.5,0.5,0.5,0.5,tie,non_unique_bias|universal_approximator|single_hidden_layer|rbf_network,4,44%,Multistructural,Remember
554,2.5,2.0,2.5,0.5,0.0,1,single_hidden_layer|weights|rbf_network|centers|biases|linear_output_layer|other_neural_networks,7,78%,Relational,Remember
555,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
556,2.5,1.0,1.0,1.5,1.5,tie,centers|linear_output_layer,2,22%,Unistructural,Remember
557,2.5,2.0,3.0,0.5,0.5,tie,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|other_neural_networks,7,78%,Relational,Remember
558,2.5,2.5,2.5,0.0,0.0,tie,single_hidden_layer|rbf_network|non_unique_bias|centers|universal_approximator|linear_output_layer|other_neural_networks,7,78%,Relational,Remember
559,2.5,1.5,2.0,1.0,0.5,1,single_hidden_layer|weights|rbf_network|centers|biases|linear_output_layer|other_neural_networks,7,78%,Relational,Remember
560,2.5,2.0,3.0,0.5,0.5,tie,centers|linear_output_layer|weights|other_neural_networks,4,44%,Multistructural,Remember
561,2.5,2.0,3.0,0.5,0.5,tie,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator,7,78%,Relational,Remember
562,5.0,2.5,3.0,2.5,2.0,1,non_unique_bias|centers|single_hidden_layer|weights|rbf_network,5,56%,Multistructural,Remember
563,2.5,1.0,2.0,1.5,0.5,1,non_unique_bias|centers|linear_output_layer|universal_approximator|rbf_network,5,56%,Multistructural,Remember
564,5.0,2.0,3.5,3.0,1.5,1,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
565,2.5,1.5,3.5,1.0,1.0,tie,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|other_neural_networks,7,78%,Relational,Analyze
566,0.0,0.5,1.0,0.5,1.0,0,single_hidden_layer|rbf_network|non_unique_bias|linear_output_layer|other_neural_networks,5,56%,Multistructural,Remember
567,2.5,1.5,2.5,1.0,0.0,1,single_hidden_layer|weights|rbf_network|non_unique_bias|linear_output_layer|universal_approximator|other_neural_networks,7,78%,Relational,Remember
568,5.0,3.0,4.0,2.0,1.0,1,single_hidden_layer|weights|rbf_network|non_unique_bias|centers|linear_output_layer|universal_approximator|other_neural_networks,8,89%,Extended Abstract,Remember
569,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
570,5.0,3.0,4.5,2.0,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,7,88%,Extended Abstract,Remember
571,0.0,0.5,1.5,0.5,1.5,0,k_nearest_data_points|new_data_point|distance_metric,3,38%,Multistructural,Remember
572,0.0,0.0,0.5,0.0,0.5,0,k_nearest_data_points|unsupervised_manner|class_vote|k_nearest_neighbors_learning,4,50%,Multistructural,Remember
573,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
574,5.0,2.5,3.5,2.5,1.5,1,k_nearest_data_points|class_vote|k_nearest_neighbors_learning|class_assignment|distance_metric,5,62%,Relational,Remember
575,0.0,0.5,1.5,0.5,1.5,0,k_nearest_data_points|new_data_point|training_data,3,38%,Multistructural,Remember
576,5.0,3.0,3.0,2.0,2.0,tie,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment,5,62%,Relational,Remember
577,0.0,0.5,3.5,0.5,3.5,0,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,6,75%,Relational,Remember
578,0.0,1.0,2.5,1.0,2.5,0,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|unsupervised_manner|training_data,6,75%,Relational,Remember
579,0.0,0.5,2.0,0.5,2.0,0,k_nearest_data_points|training_data|new_data_point|distance_metric,4,50%,Multistructural,Understand
580,0.0,0.5,1.0,0.5,1.0,0,k_nearest_data_points|class_vote|k_nearest_neighbors_learning,3,38%,Multistructural,Remember
581,2.5,0.5,1.0,2.0,1.5,1,k_nearest_data_points|unsupervised_manner|k_nearest_neighbors_learning,3,38%,Multistructural,Remember
582,0.0,0.5,1.0,0.5,1.0,0,k_nearest_neighbors_learning|k_nearest_data_points|distance_metric,3,38%,Multistructural,Remember
583,5.0,3.0,4.5,2.0,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,7,88%,Extended Abstract,Remember
584,5.0,3.0,4.0,2.0,1.0,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|unsupervised_manner|class_assignment|training_data,8,100%,Extended Abstract,Remember
585,5.0,1.0,3.0,4.0,2.0,1,k_nearest_data_points|distance_metric|class_vote|k_nearest_neighbors_learning|new_data_point|training_data,6,75%,Relational,Remember
586,5.0,2.5,4.0,2.5,1.0,1,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,6,75%,Relational,Remember
587,5.0,2.5,3.0,2.5,2.0,1,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|class_assignment|training_data,5,62%,Relational,Remember
588,0.0,1.0,4.5,1.0,4.5,0,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,7,88%,Extended Abstract,Remember
589,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
590,5.0,2.5,4.0,2.5,1.0,1,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,6,75%,Relational,Remember
591,0.0,0.0,0.5,0.0,0.5,0,,0,0%,Prestructural,Remember
592,5.0,2.5,2.5,2.5,2.5,tie,k_nearest_data_points|class_vote|k_nearest_neighbors_learning|class_assignment,4,50%,Multistructural,Remember
593,0.0,0.5,1.0,0.5,1.0,0,class_vote|k_nearest_data_points,2,25%,Unistructural,Remember
594,5.0,2.5,2.5,2.5,2.5,tie,class_vote|k_nearest_neighbors_learning|new_data_point|class_assignment,4,50%,Multistructural,Remember
595,0.0,0.5,1.5,0.5,1.5,0,k_nearest_data_points|new_data_point|training_data,3,38%,Multistructural,Remember
596,0.0,0.5,1.5,0.5,1.5,0,k_nearest_data_points|new_data_point|training_data,3,38%,Multistructural,Remember
597,5.0,3.0,2.0,2.0,3.0,0,class_vote|k_nearest_neighbors_learning|k_nearest_data_points|new_data_point|class_assignment|training_data,6,75%,Relational,Remember
598,5.0,2.5,2.5,2.5,2.5,tie,class_vote|k_nearest_neighbors_learning|k_nearest_data_points|class_assignment,4,50%,Multistructural,Remember
599,5.0,3.0,4.5,2.0,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|unsupervised_manner|class_assignment|training_data,8,100%,Extended Abstract,Remember
600,5.0,2.5,4.5,2.5,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|unsupervised_manner|class_assignment|training_data,8,100%,Extended Abstract,Remember
601,5.0,2.5,4.0,2.5,1.0,1,class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|distance_metric,6,75%,Relational,Remember
602,0.0,0.5,2.0,0.5,2.0,0,distance_metric|k_nearest_data_points|new_data_point|training_data,4,50%,Multistructural,Remember
603,5.0,3.0,4.5,2.0,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|unsupervised_manner|class_assignment|training_data,8,100%,Extended Abstract,Remember
604,0.0,0.5,2.0,0.5,2.0,0,k_nearest_data_points|distance_metric|class_vote|k_nearest_neighbors_learning|new_data_point|training_data,6,75%,Relational,Remember
605,0.0,0.5,1.0,0.5,1.0,0,class_vote|k_nearest_neighbors_learning|k_nearest_data_points,3,38%,Multistructural,Remember
606,5.0,2.5,2.5,2.5,2.5,tie,k_nearest_data_points|class_vote|k_nearest_neighbors_learning|new_data_point|class_assignment,5,62%,Relational,Remember
607,5.0,3.0,4.5,2.0,0.5,1,distance_metric|class_vote|k_nearest_data_points|k_nearest_neighbors_learning|new_data_point|class_assignment|training_data,7,88%,Extended Abstract,Remember
608,2.5,3.5,4.5,1.0,2.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
609,2.5,2.5,3.5,0.0,1.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Remember
610,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
611,5.0,2.5,5.0,2.5,0.0,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|generalizability|training_data_fit,8,100%,Extended Abstract,Remember
612,2.5,3.0,4.5,0.5,2.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
613,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
614,2.5,3.0,4.5,0.5,2.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
615,2.5,2.0,3.5,0.5,1.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Analyze
616,5.0,1.5,4.5,3.5,0.5,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Remember
617,0.0,1.0,2.5,1.0,2.5,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias,5,62%,Relational,Remember
618,0.0,1.0,3.0,1.0,3.0,0,bias_variance_dilemma|model_variance|model_bias|high_variance|high_bias,5,62%,Relational,Analyze
619,5.0,3.0,4.5,2.0,0.5,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Remember
620,0.0,1.0,2.0,1.0,2.0,0,bias_variance_dilemma|model_variance|model_bias|high_variance|supervised_learning|training_data_fit|high_bias,7,88%,Extended Abstract,Remember
621,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
622,2.5,2.0,3.0,0.5,0.5,tie,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias,5,62%,Relational,Remember
623,5.0,3.0,4.5,2.0,0.5,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
624,0.0,1.0,3.0,1.0,3.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Remember
625,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
626,5.0,2.5,4.5,2.5,0.5,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Analyze
627,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
628,5.0,3.5,4.0,1.5,1.0,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Remember
629,5.0,2.5,3.5,2.5,1.5,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Understand
630,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
631,0.0,1.0,3.5,1.0,3.5,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
632,0.0,0.0,1.0,0.0,1.0,0,bias_variance_dilemma|model_bias|high_bias,3,38%,Multistructural,Remember
633,2.5,2.5,4.0,0.0,1.5,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Understand
634,2.5,2.5,3.5,0.0,1.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Remember
635,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
636,2.5,2.5,3.0,0.0,0.5,0,bias_variance_dilemma|model_variance|model_bias|high_variance|high_bias,5,62%,Relational,Remember
637,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
638,2.5,2.5,3.5,0.0,1.0,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning,6,75%,Relational,Understand
639,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
640,5.0,3.0,3.0,2.0,2.0,tie,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|generalizability|training_data_fit,8,100%,Extended Abstract,Remember
641,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
642,0.0,0.0,1.0,0.0,1.0,0,bias_variance_dilemma|model_bias|high_bias,3,38%,Multistructural,Remember
643,2.5,1.5,2.5,1.0,0.0,1,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|training_data_fit,6,75%,Relational,Remember
644,2.5,3.5,4.0,1.0,1.5,0,high_variance|high_bias|bias_variance_dilemma|model_variance|model_bias|supervised_learning|training_data_fit,7,88%,Extended Abstract,Understand
645,0.0,0.0,0.0,0.0,0.0,tie,,0,0%,Prestructural,Remember
